Number,Group,Name,Instructor,Year,Semester,Method,School,Faculty,Building,Room,Day,Hour
0368-3235,01,מבוא ללמידה חישובית,פרופ' כהן נדב,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,א,13:00-16:00
0368-3235,02,מבוא ללמידה חישובית,מר רוזנברג אביב,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,14:00-15:00
0368-3235,03,מבוא ללמידה חישובית,מר רוזנברג אביב,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,15:00-16:00
0368-3235,04,מבוא ללמידה חישובית,מר רוזנברג אביב,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,16:00-17:00
0368-3235,06,מבוא ללמידה חישובית,פרופ' גלוברזון אמיר,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,104,א,15:00-18:00
0368-3235,07,מבוא ללמידה חישובית,מר לנצביצקי טל,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,222,ג,14:00-15:00
0368-3235,08,מבוא ללמידה חישובית,מר לנצביצקי טל,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,פיזיקה-שנקר,222,ג,15:00-16:00
0368-3236,01,"יסודות גרפיקה, עיבוד תמונה וראיה",פרופ' כהן-אור דניאל,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,,,א,09:00-11:00
0368-3236,02,"יסודות גרפיקה, עיבוד תמונה וראיה",מר דנון דב,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,,,א,11:00-12:00
0368-3241,01,שפות תכנות,פרופ' להב אורי,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ב,10:00-13:00
0368-3241,02,שפות תכנות,מר דביר יותם,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,13:00-14:00
0368-3245,01,הוראת מדעי המחשב בקהילה,פרופ' יהודאי עמירם,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ג,17:00-20:00
0368-3249,01,צעדים ראשונים במחקר לסטודנטים מצטיינים,"פרופ' ברנט יהונתן
",2021,"א'
ב'","שיעור
שיעור",מדעים מדויקים,מדעי המחשב,"
","
","ה
ד","15:00-17:00
18:00-20:00"
0368-3300,01,סדנה בלמידה חישובית,פרופ' גלוברזון אמיר,2021,ב',סדנה,מדעים מדויקים,מדעי המחשב,,,ד,11:00-13:00
0368-3300,02,סדנה בלמידה חישובית,פרופ' גלוברזון אמיר,2021,ב',מעבדה,מדעים מדויקים,מדעי המחשב,,,ה,17:00-20:00
0368-3300,03,סדנה בלמידה חישובית,מר כהן-קרליק עידו,2021,ב',מעבדה,מדעים מדויקים,מדעי המחשב,,,א,08:00-11:00
0368-3312,01,רשתות קונבולוציה עמוקות,מר בן נעים שגיא,2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,,,ה,10:00-12:00
0368-3312,02,רשתות קונבולוציה עמוקות,מר בן נעים שגיא,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,,,ה,12:00-13:00
0368-3319,01,מבוא למדעי המידע,"ד""ר נובגורודוב ויאצסלב",2021,ב',שיעור,מדעים מדויקים,מדעי המחשב,,,ד,10:00-12:00
0368-3319,02,מבוא למדעי המידע,גב' רזמדזה קטי,2021,ב',תרגיל,מדעים מדויקים,מדעי המחשב,,,ד,12:00-13:00
0368-3339,01,סמינר בנושאים נבחרים בלוגיקה ואוטומטים,פרופ' רבינוביץ אלכסנדר,2021,א',סמינר,מדעים מדויקים,מדעי המחשב,,,ד,14:00-16:00
0368-3349,01,סמינר על נושאים במודלים של תוכנה,פרופ' מעוז שחר,2021,א',סמינר,מדעים מדויקים,מדעי המחשב,,,ב,14:00-16:00
0368-3353,01,סמינר בנושאים מתקדמים בשפות תכנות,פרופ' שגיב שמואל,2021,ב',סמינר,מדעים מדויקים,מדעי המחשב,,,א,16:00-18:00
0368-3354,01,סמינר באלגוריתמים ותורת המשחקים,פרופ' עזר יוסף,2021,א',סמינר,מדעים מדויקים,מדעי המחשב,,,ב,16:00-18:00
0368-3381,01,סמינר מעשי בהוראת מדעי המחשב,"ד""ר רובינשטיין אמיר",2021,א',סמינר,מדעים מדויקים,מדעי המחשב,,,,
0368-3458,01,מערכות בסיסי נתונים,פרופ' דויטש דניאל,2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,ד,10:00-12:00
0368-3458,02,מערכות בסיסי נתונים,גב' רזמדזה קטי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ב,16:00-17:00
0368-3458,03,מערכות בסיסי נתונים,גב' רזמדזה קטי,2021,א',תרגיל,מדעים מדויקים,מדעי המחשב,,,ב,17:00-18:00
0368-3464,01,עיבוד ספרתי של אותות,"ד""ר שטיין יעקב",2021,א',שיעור,מדעים מדויקים,מדעי המחשב,,,א,17:00-20:00
0368-3502,01,סדנה לפיתוח בטכנולוגיות גוגל,פרופ' מטיאס יוסי,2021,א',סדנה,מדעים מדויקים,מדעי המחשב,,,ד,10:00-12:00
0368-3502,02,סדנה לפיתוח בטכנולוגיות גוגל,פרופ' מטיאס יוסי,2021,א',מעבדה,מדעים מדויקים,מדעי המחשב,,,ג,17:00-20:00
0368-3502,03,סדנה לפיתוח בטכנולוגיות גוגל,מר אעראר מואב,2021,א',מעבדה,מדעים מדויקים,מדעי המחשב,,,א,08:00-11:00
0368-3504,01,סדנה במיקור המונים,"ד""ר נובגורודוב ויאצסלב",2021,ב',סדנה,מדעים מדויקים,מדעי המחשב,,,א,18:00-20:00
0368-3504,02,סדנה במיקור המונים,"ד""ר נובגורודוב ויאצסלב",2021,ב',מעבדה,מדעים מדויקים,מדעי המחשב,,,ב,08:00-11:00
0368-3504,03,סדנה במיקור המונים,גב' רזמדזה קטי,2021,ב',מעבדה,מדעים מדויקים,מדעי המחשב,,,ה,17:00-20:00
0368-3506,01,סדנה במודלים של תוכנה,פרופ' מעוז שחר,2021,א',סדנה,מדעים מדויקים,מדעי המחשב,,,ב,16:00-18:00
0368-3506,02,סדנה במודלים של תוכנה,פרופ' מעוז שחר,2021,א',מעבדה,מדעים מדויקים,מדעי המחשב,,,ד,13:00-16:00
0368-3506,03,סדנה במודלים של תוכנה,"ד""ר שלום רפי",2021,א',מעבדה,מדעים מדויקים,מדעי המחשב,,,א,08:00-11:00
0368-3522,01,סדנה בשיטות חישוביות בחקר המוח,פרופ' גלוברזון אמיר,2021,ב',סדנה,מדעים מדויקים,מדעי המחשב,,,ב,14:00-16:00
0368-3522,02,סדנה בשיטות חישוביות בחקר המוח,פרופ' גלוברזון אמיר,2021,ב',מעבדה,מדעים מדויקים,מדעי המחשב,,,א,18:00-21:00
0368-3522,03,סדנה בשיטות חישוביות בחקר המוח,,2021,ב',מעבדה,מדעים מדויקים,מדעי המחשב,,,ה,08:00-11:00
0368-3523,01,סדנה באבטחת מידע,מר פלבינסקי ראובן,2021,א',סדנה,מדעים מדויקים,מדעי המחשב,,,א,11:00-13:00
0368-3523,02,סדנה באבטחת מידע,מר פלבינסקי ראובן,2021,א',מעבדה,מדעים מדויקים,מדעי המחשב,,,ב,08:00-11:00
0368-3523,03,סדנה באבטחת מידע,,2021,א',מעבדה,מדעים מדויקים,מדעי המחשב,,,ג,17:00-20:00
0368-3524,01,סדנת גוגל,פרופ' מטיאס יוסי,2021,ב',סדנה,מדעים מדויקים,מדעי המחשב,,,ד,10:00-12:00
0368-3524,02,סדנת גוגל,פרופ' מטיאס יוסי,2021,ב',מעבדה,מדעים מדויקים,מדעי המחשב,,,ה,08:00-11:00
0368-3524,03,סדנת גוגל,מר אעראר מואב,2021,ב',מעבדה,מדעים מדויקים,מדעי המחשב,,,ה,08:00-11:00
0368-3525,01,סדנה אלגוריתמים מבוססי למידה חישובית בביולוגיה מבנית ופיתוח תרופות,מר רוזנוב מרק,2021,ב',סדנה,מדעים מדויקים,מדעי המחשב,,,ג,13:00-15:00
0368-3525,02,סדנה אלגוריתמים מבוססי למידה חישובית בביולוגיה מבנית ופיתוח תרופות,מר רוזנוב מרק,2021,ב',מעבדה,מדעים מדויקים,מדעי המחשב,,,א,08:00-11:00
0368-3525,03,סדנה אלגוריתמים מבוססי למידה חישובית בביולוגיה מבנית ופיתוח תרופות,,2021,ב',מעבדה,מדעים מדויקים,מדעי המחשב,,,ה,16:00-19:00
0368-3526,01,סדנה בשפות תכנות,פרופ' רינצקי נעם,2021,ב',סדנה,מדעים מדויקים,מדעי המחשב,,,א,09:00-11:00
0368-3526,02,סדנה בשפות תכנות,פרופ' רינצקי נעם,2021,ב',מעבדה,מדעים מדויקים,מדעי המחשב,,,ד,17:00-20:00
0368-3526,03,סדנה בשפות תכנות,מר טרביז' דוד,2021,ב',מעבדה,מדעים מדויקים,מדעי המחשב,,,ה,17:00-20:00
0368-3527,01,סדנה באינטרנט של הדברים,"ד""ר לוי ניר",2021,ב',סדנה,מדעים מדויקים,מדעי המחשב,,,ד,09:00-11:00
0300-5000,01,בטיחות כללית וחשמל,,2022,א',הדרכה אישית,מדעים מדויקים,פקולטה למדעים מדויקים,,,,
0300-5000,02,בטיחות כללית וחשמל,,2022,ב',הדרכה אישית,מדעים מדויקים,פקולטה למדעים מדויקים,,,,
0300-5001,01,עזרה ראשונה,,2022,א',הדרכה אישית,מדעים מדויקים,פקולטה למדעים מדויקים,,,,
0300-5031,01,מבוא לביולוגיה לכימאים,"ד""ר מאיו ליאור",2022,א',שיעור,מדעים מדויקים,פקולטה למדעים מדויקים,אורנשטיין,102,ה,09:00-10:00
0321-1100,01,אלגברה לינארית לפיזיקאים,"ד""ר רון אלון

",2022,"א'
א'
א'","שיעור
שיעור
שיעור",מדעים מדויקים,פיזיקה,"אודיטור' דאך
אודיטור' דאך
","005
005
","ב
ד
","09:00-11:00
14:00-15:00
"
0321-1100,02,אלגברה לינארית לפיזיקאים,"מר בק אלון
",2022,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,פיזיקה,"פיזיקה-שנקר
","104
","ג
","11:00-12:00
"
0321-1100,03,אלגברה לינארית לפיזיקאים,"מר בק אלון
",2022,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,פיזיקה,"אודיטור' דאך
","005
","ד
","15:00-16:00
"
0321-1100,04,אלגברה לינארית לפיזיקאים,"מר בק אלון
",2022,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,פיזיקה,"אורנשטיין
","103
","ה
","10:00-11:00
"
0321-1104,01,מבוא לתרמודינמיקה ומצבי צבירה,"פרופ' איזנברג אליהו

",2022,"ב'
ב'
ב'","שיעור
שיעור
שיעור",מדעים מדויקים,פיזיקה,"אודיטור' לב
אודיטור' לב
","009
009
","ד
ה
","13:00-14:00
12:00-14:00
"
0321-1104,02,מבוא לתרמודינמיקה ומצבי צבירה,"מר בוריסקובסקי דמיטרי
",2022,"ב'
ב'","תרגיל
תרגיל",מדעים מדויקים,פיזיקה,"פיזיקה-שנקר
","104
","ד
","14:00-15:00
"
0321-1104,03,מבוא לתרמודינמיקה ומצבי צבירה,"מר בוריסקובסקי דמיטרי
",2022,"ב'
ב'","תרגיל
תרגיל",מדעים מדויקים,פיזיקה,"פיזיקה-שנקר
","104
","ד
","10:00-11:00
"
0321-1104,04,מבוא לתרמודינמיקה ומצבי צבירה,"מר בוריסקובסקי דמיטרי
",2022,"ב'
ב'","תרגיל
תרגיל",מדעים מדויקים,פיזיקה,"פיזיקה-שנקר
","104
","ד
","12:00-13:00
"
0321-1104,90,מבוא לתרמודינמיקה ומצבי צבירה,"פרופ' איזנברג אליהו
",2022,"ב'
ב'","שיעור
שיעור",מדעים מדויקים,פיזיקה,"
","
","ד
ה","13:00-14:00
12:00-14:00"
0321-1104,91,מבוא לתרמודינמיקה ומצבי צבירה,,2022,ב',תרגיל,מדעים מדויקים,פיזיקה,,,,
0321-1111,01,מעבדה בפיזיקה א 1,"פרופ' לחיני יואב
",2022,"א'
א'","מעבדה
מעבדה",מדעים מדויקים,פיזיקה,"קפלון
","101
","ב
","13:00-17:00
"
0321-1111,03,מעבדה בפיזיקה א 1,"פרופ' לחיני יואב
",2022,"א'
א'","מעבדה
מעבדה",מדעים מדויקים,פיזיקה,"קפלון
","101
","א
","13:00-17:00
"
0321-1111,04,מעבדה בפיזיקה א 1,"פרופ' לחיני יואב
",2022,"א'
א'","מעבדה
מעבדה",מדעים מדויקים,פיזיקה,"קפלון
","101
","א
","13:00-17:00
"
0321-1112,01,מעבדה  בפיזיקה  א 2,"פרופ' לחיני יואב
",2022,"ב'
ב'","מעבדה
מעבדה",מדעים מדויקים,פיזיקה,"קפלון
","101
","א
","13:00-17:00
"
0321-1112,03,מעבדה  בפיזיקה  א 2,"פרופ' לחיני יואב
",2022,"ב'
ב'","מעבדה
מעבדה",מדעים מדויקים,פיזיקה,"קפלון
","101
","ב
","08:00-12:00
"
0321-1112,04,מעבדה  בפיזיקה  א 2,"פרופ' לחיני יואב
",2022,"ב'
ב'","מעבדה
מעבדה",מדעים מדויקים,פיזיקה,"קפלון
","101
","א
","13:00-17:00
"
0321-1112,90,מעבדה  בפיזיקה  א 2,,2022,ב',מעבדה,מדעים מדויקים,פיזיקה,,,,
0321-1118,01,פיזיקה קלאסית 1,"פרופ' פלבסקי אלכסנדר

",2022,"א'
א'
א'","שיעור
שיעור
שיעור",מדעים מדויקים,פיזיקה,"אודיטור' לב
אודיטור' לב
","009
009
","ג
ד
","08:00-10:00
10:00-12:00
"
0321-1118,02,פיזיקה קלאסית 1,"מר פורת אמיר
",2022,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,פיזיקה,"פיזיקה-שנקר
","204
","ג
","14:00-16:00
"
0321-1118,03,פיזיקה קלאסית 1,"מר פורת אמיר
",2022,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,פיזיקה,"פיזיקה-שנקר
","204
","ד
","08:00-10:00
"
0321-1118,04,פיזיקה קלאסית 1,"מר שרייר נדב
",2022,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,פיזיקה,"פיזיקה-שנקר
","204
","ד
","13:00-15:00
"
0321-1118,05,פיזיקה קלאסית 1,"מר שרייר נדב
",2022,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,פיזיקה,"פיזיקה-שנקר
","222
","ג
","14:00-16:00
"
0321-1118,90,פיזיקה קלאסית 1,"פרופ' פלבסקי אלכסנדר
",2022,"א'
א'","שיעור
שיעור",מדעים מדויקים,פיזיקה,"
","
","ג
ד","08:00-10:00
10:00-12:00"
0321-1118,91,פיזיקה קלאסית 1,,2022,א',תרגיל,מדעים מדויקים,פיזיקה,,,,
0321-1119,01,פיזיקה קלאסית 2,"פרופ' פומרנץ ישי

",2022,"ב'
ב'
ב'","שיעור
שיעור
שיעור",מדעים מדויקים,פיזיקה,"אודיטור' לב
אודיטור' לב
","009
009
","ב
ה
","12:00-14:00
14:00-16:00
"
0321-1119,02,פיזיקה קלאסית 2,"מר בורשטין אמיר
",2022,"ב'
ב'","תרגיל
תרגיל",מדעים מדויקים,פיזיקה,"אודי.הולצבלט
","007
","ג
","15:00-17:00
"
0321-1119,03,פיזיקה קלאסית 2,"מר בורשטין אמיר
",2022,"ב'
ב'","תרגיל
תרגיל",מדעים מדויקים,פיזיקה,"אודי.הולצבלט
","007
","ג
","10:00-12:00
"
0321-1119,04,פיזיקה קלאסית 2,"מר רוזנמן גאורגי-גרי
",2022,"ב'
ב'","תרגיל
תרגיל",מדעים מדויקים,פיזיקה,"אודי.הולצבלט
","007
","ה
","10:00-12:00
"
0321-1119,90,פיזיקה קלאסית 2,"פרופ' פומרנץ ישי
",2022,"ב'
ב'","שיעור
שיעור",מדעים מדויקים,פיזיקה,"
","
","ב
ה","12:00-14:00
14:00-16:00"
0321-1119,91,פיזיקה קלאסית 2,,2022,ב',תרגיל,מדעים מדויקים,פיזיקה,,,,
0321-1121,01,מחשבים לפיזיקאים (באנגלית),"ד""ר סופר הדס
",2022,"א'
א'","שיעור
שיעור",מדעים מדויקים,פיזיקה,"כיתות דן דוד
","003
","א
","17:00-18:00
"
0321-1121,02,מחשבים לפיזיקאים (באנגלית),"מר בן גל יונתן
",2022,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,פיזיקה,"כיתות דן דוד
","004
","ב
","11:00-13:00
"
